Code,Name,Group,MainGroupCode,MainGroupDescriptionSe,MainGroupDescriptionEn,GroupCode,GroupCodeDescriptionSe,GroupCodeDescriptionEn,CountyCode,CountyName,HealthcareRegionName,Ald0_5,Ald6_9,Ald10_15,Ald16_19,Ald20_24,Ald25_29,Ald30_34,Ald35_39,Ald40_44,Ald45_49,Ald50_54,Ald55_59,Ald60_64,Ald65_69,Ald70_74,Ald75_79,Ald80_w,Pop_sum,lat,long,Age_gp1,Age_gp2,Age_gp3
1440,Ale,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,2485,1761,2394,1479,1657,1969,1988,2051,2245,2175,2125,1701,1431,1448,1637,1156,1208,30910,12.23068567,57.96704536,0.777418311,0.183500485,0.039081203
1489,Alingsås,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,2901,2119,3065,1777,2187,2569,2459,2393,2549,2646,2603,2299,2389,2385,2540,1806,2345,41032,12.53529027,57.98712509,0.720583934,0.222265549,0.057150517
764,Alvesta,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,07,Kronobergs län,Region Kronoberg,1609,1056,1551,959,936,1153,1215,1149,1270,1118,1276,1167,1187,1278,1144,824,1233,20125,14.49531663,56.8495558,0.718459627,0.220273292,0.061267081
604,Aneby,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,06,Jönköpings län,Region Jönköpings län,528,344,447,310,327,455,406,351,361,361,476,446,514,429,399,294,382,6830,14.79579975,57.86510217,0.704538799,0.239531479,0.055929722
1984,Arboga,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,19,Västmanlands län,Region Västmanland,913,589,903,686,770,887,747,718,734,823,1000,939,821,877,1026,769,913,14115,15.78516339,59.3547078,0.687849805,0.247467233,0.064682961
2506,Arjeplog,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,25,Norrbottens län,Region Norrbotten,145,116,148,111,125,139,173,142,130,163,213,186,218,178,220,162,224,2793,17.23901773,66.36450034,0.641245972,0.278553527,0.080200501
2505,Arvidsjaur,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,391,248,384,260,300,433,344,323,329,334,409,427,440,422,441,358,489,6332,19.25888359,65.68397217,0.660454833,0.262318383,0.077226785
1784,Arvika,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,1731,1117,1611,1098,1323,1545,1454,1385,1393,1589,1822,1597,1679,1787,1782,1258,1901,26072,12.6298748,59.68609018,0.677546793,0.249539736,0.07291347
1882,Askersund,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,18,Örebro län,Region Örebro län,651,476,719,466,519,595,537,554,579,609,791,817,802,887,916,660,727,11305,14.95311936,58.85310662,0.646881911,0.288810261,0.064307828
2084,Avesta,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,20,Dalarnas län,Region Dalarna,1610,1067,1493,931,1178,1499,1360,1237,1284,1398,1548,1426,1549,1520,1542,1156,1498,23296,16.36480042,60.21369149,0.688143887,0.247553228,0.064302885
1460,Bengtsfors,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,14,Västra Götalands län,Västra Götalandsregionen,535,417,653,365,502,558,470,440,485,564,707,651,638,796,770,490,797,9838,12.20276317,59.03446276,0.645151454,0.273836146,0.081012401
2326,Berg,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,23,Jämtlands län,Region Jämtland Härjedalen,455,277,490,292,307,385,395,308,336,343,492,470,529,532,568,384,532,7095,13.78375629,62.769059,0.641296688,0.28372093,0.074982382
2403,Bjurholm,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,24,Västerbottens län,Region Västerbotten,134,114,164,114,127,137,134,93,116,127,157,150,153,171,176,137,245,2449,18.99187079,63.94649597,0.639853001,0.260106166,0.100040833
1260,Bjuv,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,1140,831,1242,765,839,921,870,907,1031,1086,1146,982,861,775,852,592,645,15485,12.96667097,56.0535722,0.759444624,0.198902163,0.041653213
2582,Boden,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,25,Norrbottens län,Region Norrbotten,1690,1137,1728,1261,1559,1874,1596,1487,1557,1717,1914,1727,1868,1883,1968,1314,1763,28043,21.34193459,66.06131534,0.686338837,0.250793424,0.062867739
1443,Bollebygd,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,14,Västra Götalands län,Västra Götalandsregionen,691,546,758,418,399,469,539,613,617,680,641,570,531,555,567,381,444,9419,12.61943327,57.73824037,0.736914747,0.215946491,0.047138762
2183,Bollnäs,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,21,Gävleborgs län,Region Gävleborg,1795,1234,1771,1132,1372,1658,1482,1421,1444,1571,1818,1680,1741,1783,1959,1337,1775,26973,16.37797212,61.3125813,0.681348015,0.252845438,0.065806547
885,Borgholm,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,08,Kalmar län,Region Kalmar län,498,371,616,438,401,452,461,465,497,580,695,774,866,967,1078,782,923,10864,17.04319421,57.06091601,0.575110457,0.339930044,0.084959499
2081,Borlänge,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,20,Dalarnas län,Region Dalarna,3933,2591,3947,2498,3239,3833,3398,2996,2922,3101,3476,2929,2958,2736,2823,2062,2697,52139,15.36001881,60.45024288,0.745372945,0.202899941,0.051727114
1490,Borås,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,8172,5566,7829,5049,7212,8657,7617,6889,6771,6908,7559,6419,5885,5591,5669,4289,5964,112046,12.94110732,57.73230334,0.75547543,0.191296432,0.053228138
127,Botkyrka,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,7599,5238,7351,4575,6071,6694,6485,6861,6848,6509,6289,5130,4422,3665,3750,2600,2757,92844,17.820371,59.15931265,0.814807634,0.155497393,0.029694972
560,Boxholm,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,05,Östergötlands län,Region Östergötland,367,237,315,253,270,299,299,247,272,345,407,350,375,387,411,279,336,5449,15.12191198,58.14236136,0.671866398,0.266470912,0.06166269
1272,Bromölla,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,12,Skåne län,Region Skåne,855,633,990,593,584,653,718,716,750,841,911,755,744,874,840,637,772,12866,14.49587794,56.12515625,0.699440386,0.240556506,0.060003109
2305,Bräcke,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,23,Jämtlands län,Region Jämtland Härjedalen,374,249,398,304,280,303,295,242,289,430,507,445,483,464,527,352,431,6373,15.59610091,62.85680819,0.645849678,0.286521262,0.06762906
1231,Burlöv,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,12,Skåne län,Region Skåne,1512,1035,1408,880,973,1080,1170,1348,1253,1196,1202,1067,952,888,853,703,808,18328,13.09439944,55.63352494,0.770624182,0.185290266,0.044085552
1278,Båstad,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,12,Skåne län,Region Skåne,790,621,929,590,621,696,631,710,836,854,1044,999,1040,1156,1281,933,1204,14935,12.59715476,56.44985807,0.624104453,0.295279545,0.080616003
1438,Dals-Ed,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,14,Västra Götalands län,Västra Götalandsregionen,291,206,319,202,260,312,253,235,262,265,323,271,288,343,355,269,340,4794,11.8857356,58.9643716,0.667292449,0.261785565,0.070921986
162,Danderyd,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,2019,1938,3385,1946,1820,1698,1339,1596,2205,2604,2522,1956,1598,1385,1728,1380,2038,33157,18.05477142,59.40617295,0.754833067,0.183701782,0.061465151
1862,Degerfors,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,18,Örebro län,Region Örebro län,538,390,613,455,468,521,422,431,544,620,737,656,620,698,764,532,654,9663,14.42351554,59.16240415,0.661802753,0.270516403,0.067680844
2425,Dorotea,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,24,Västerbottens län,Region Västerbotten,127,117,139,102,109,120,132,110,113,138,142,174,241,195,201,148,260,2568,15.90921174,64.52118471,0.593068536,0.305685358,0.101246106
1730,Eda,C9,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,9,Landsbygdskommun med besöksnäring,Rural municipality with visitor industry,17,Värmlands län,Region Värmland,602,412,496,313,397,565,532,447,427,523,595,602,584,568,557,375,573,8568,12.19289709,59.79676311,0.689892624,0.243230626,0.066876751
125,Ekerö,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,2202,1862,2789,1497,1141,1012,1269,1743,2137,2461,2163,1756,1417,1238,1464,1058,1075,28284,17.6487165,59.35234253,0.7789563,0.183036346,0.038007354
686,Eksjö,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,06,Jönköpings län,Region Jönköpings län,1244,800,1164,814,919,1121,1022,927,944,1068,1132,1048,1151,1208,1117,813,1166,17658,15.20936319,57.6189983,0.691074867,0.24289274,0.066032393
862,Emmaboda,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,08,Kalmar län,Region Kalmar län,585,369,630,426,436,467,478,461,500,552,665,659,635,644,654,524,703,9388,15.553802,56.63586422,0.663400085,0.261717086,0.074882829
381,Enköping,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,03,Uppsala län,Region Uppsala,3228,2228,3181,2018,2377,2961,2739,2433,2588,2945,3142,2730,2585,2450,2649,1805,2323,44382,17.14272811,59.66349764,0.733856068,0.213802893,0.052341039
484,Eskilstuna,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,04,Södermanlands län,Region Sörmland,7985,5296,7796,5121,6215,7289,6836,6221,6380,6725,7245,6148,5740,5509,5866,4192,5197,105761,16.42407112,59.31828738,0.749397226,0.201463678,0.049139097
1285,Eslöv,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,12,Skåne län,Region Skåne,2555,1731,2557,1575,1872,2154,2090,1998,2177,2326,2398,2074,1752,1694,1715,1203,1638,33509,13.3677019,55.83606381,0.761198484,0.189919126,0.04888239
1445,Essunga,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,404,282,373,236,256,320,292,299,289,348,390,369,351,434,398,256,366,5663,12.74630732,58.18710662,0.681264348,0.254105598,0.064630055
1982,Fagersta,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,19,Västmanlands län,Region Västmanland,953,676,947,574,673,871,787,720,719,867,937,798,774,788,845,608,896,13433,15.8869629,59.94741017,0.708851336,0.224447257,0.066701407
1382,Falkenberg,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,13,Hallands län,Region Halland,3077,2139,2980,1963,2394,2777,2596,2420,2473,2640,2997,2752,2726,2954,2834,2069,2878,44669,12.5761458,56.9696812,0.698650071,0.236920459,0.06442947
1499,Falköping,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,14,Västra Götalands län,Västra Götalandsregionen,2462,1652,2450,1554,1802,2109,2050,1835,1853,1961,2204,1991,1966,1840,1858,1388,2153,33128,13.54992996,58.14457103,0.722138372,0.212871287,0.06499034
2080,Falun,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,20,Dalarnas län,Region Dalarna,4093,2938,4145,2566,3323,3838,3687,3518,3524,3588,3733,3344,3588,3647,3615,2410,3268,58825,15.84373707,60.75019144,0.719031024,0.225414365,0.055554611
1782,Filipstad,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,702,463,716,491,590,655,514,526,535,620,727,627,731,791,802,513,824,10827,14.15327865,59.852517,0.661863859,0.26203011,0.076106031
562,Finspång,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,05,Östergötlands län,Region Östergötland,1471,1043,1380,952,1068,1287,1204,1177,1203,1385,1526,1341,1337,1417,1464,1058,1424,21737,15.77653477,58.80470115,0.691769793,0.242719787,0.06551042
482,Flen,B5,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,5,Lågpendlingskommun nära större stad,Low commuting rate municipalities near medium-sized town,04,Södermanlands län,Region Sörmland,1100,753,1187,830,762,849,757,756,847,949,1102,1081,1115,1250,1321,902,1112,16673,16.70230286,59.06547526,0.658129911,0.275175433,0.066694656
1763,Forshaga,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,17,Värmlands län,Region Värmland,872,589,853,517,534,613,646,664,664,770,850,673,608,705,748,534,679,11519,13.50832929,59.6509842,0.715773939,0.225279972,0.058946089
1439,Färgelanda,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,411,288,443,302,338,348,364,308,336,420,464,449,451,492,462,293,436,6605,12.01525347,58.63074183,0.676911431,0.257077971,0.066010598
2026,Gagnef,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,20,Dalarnas län,Region Dalarna,740,542,768,451,421,544,532,537,566,573,724,678,659,713,739,474,607,10268,14.89595549,60.47601495,0.689131282,0.251753019,0.059115699
662,Gislaved,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,06,Jönköpings län,Region Jönköpings län,2077,1465,2335,1519,1593,1778,1672,1634,1748,2076,2196,1929,1772,1565,1618,1198,1661,29836,13.50775703,57.25404312,0.738101622,0.206227376,0.055671001
461,Gnesta,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,04,Södermanlands län,Region Sörmland,801,589,862,469,485,623,600,646,720,724,769,669,651,756,786,515,561,11226,17.14910924,59.08208702,0.708800998,0.241225726,0.049973276
617,Gnosjö,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,06,Jönköpings län,Region Jönköpings län,731,450,772,478,514,601,541,590,598,663,695,573,578,570,572,327,514,9767,13.8049032,57.35610434,0.737790519,0.209583291,0.05262619
980,Gotland,C6,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,6,Mindre stad/tätort,Small town,09,Gotlands län,Region Gotland,3476,2672,3651,2483,3181,3588,3035,3065,3254,3618,4186,3870,4125,4138,4159,3032,3668,59201,18.68776291,57.61483435,0.676998699,0.261042888,0.061958413
1764,Grums,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,17,Värmlands län,Region Värmland,599,384,567,355,439,544,465,436,448,558,673,628,574,617,665,451,608,9011,13.01579321,59.39083789,0.676506492,0.256020419,0.067473088
1444,Grästorp,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,14,Västra Götalands län,Västra Götalandsregionen,329,249,393,256,270,307,308,259,339,385,409,402,372,405,384,259,403,5729,12.66044173,58.32992287,0.681794379,0.247861756,0.070343865
1447,Gullspång,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,280,186,316,253,218,221,232,209,216,314,378,411,438,449,466,318,388,5293,14.10037025,58.94644289,0.610995655,0.315699981,0.073304364
2523,Gällivare,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,1108,683,980,681,803,1220,1106,955,857,988,1284,1271,1254,1178,1062,917,1269,17616,20.07839958,67.28910782,0.677565849,0.250397366,0.072036785
2180,Gävle,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,21,Gävleborgs län,Region Gävleborg,6994,4825,6964,4512,6285,7459,6495,5902,6113,6527,6982,6149,5510,5422,5867,4133,5189,101328,17.28307474,60.7650126,0.742213406,0.206576662,0.051209932
1480,Göteborg,A1,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,1,Storstäder,Large city,14,Västra Götalands län,Västra Götalandsregionen,41687,25905,34889,22167,39674,57281,52030,42379,37068,34718,35395,31040,28421,25432,23843,16481,22306,570716,11.76635244,57.65931198,0.795900238,0.165015524,0.039084238
1471,Götene,C7,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,7,Pendlingskommun nära mindre stad/tätort,Commuting municipality near small town,14,Västra Götalands län,Västra Götalandsregionen,828,619,918,617,607,659,666,702,700,873,951,899,910,918,972,618,775,13232,13.45609254,58.58546464,0.683116687,0.25831318,0.058570133
643,Habo,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,06,Jönköpings län,Region Jönköpings län,1183,821,1105,560,436,583,845,847,881,779,742,616,615,611,634,425,451,12134,14.08396253,57.97233849,0.774517884,0.188313829,0.037168287
1783,Hagfors,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,17,Värmlands län,Region Värmland,545,429,640,465,530,609,549,513,523,714,831,961,923,878,867,711,1001,11689,13.63076666,60.08408543,0.625288733,0.289075199,0.085636068
1861,Hallsberg,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,18,Örebro län,Region Örebro län,1139,787,1142,700,802,922,958,921,902,1056,1081,974,954,1007,1031,722,847,15945,15.24621784,59.00400612,0.713954218,0.232925682,0.0531201
1961,Hallstahammar,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,19,Västmanlands län,Region Västmanland,1159,797,1063,712,860,1066,927,836,853,953,1152,1014,884,959,1078,802,1040,16155,16.22032353,59.58807116,0.705168678,0.230454968,0.064376354
1380,Halmstad,B3,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,3,Större stad,Medium-sized town,13,Hallands län,Region Halland,7037,4909,6901,4252,6565,7811,6703,5970,5916,6267,6627,5881,5512,5365,5588,4177,5664,101145,12.81773911,56.70566012,0.73991794,0.204083247,0.055998814
1761,Hammarö,B4,B,Större städer och kommuner nära större stad,Medium-sized towns and municipalities near medium-sized towns,4,Pendlingskommun nära större stad,Commuting municipality near medium-sized town,17,Värmlands län,Region Värmland,1395,1028,1337,774,542,766,1018,1105,1185,1179,1135,941,927,905,881,596,761,16475,13.54607866,59.22847562,0.752959029,0.200849772,0.046191199
136,Haninge,A2,A,Storstäder och storstadsnära kommuner,Large cities and municipalities near large cities,2,Pendlingskommun nära storstad,Commuting municipality near large city,01,Stockholms län,Region Stockholm,7469,4855,6804,4185,5383,6995,6526,6446,6384,6303,5976,4876,4003,3704,4124,2952,2846,89831,18.38298176,58.93095243,0.803753715,0.164564571,0.031681713
2583,Haparanda,C8,C,Mindre städer/tätorter och landsbygdskommuner,Smaller towns/urban areas and rural municipalities,8,Landsbygdskommun,Rural municipality,25,Norrbottens län,Region Norrbotten,556,435,650,443,418,503,427,489,475,515,626,695,737,859,805,526,606,9765,23.83441174,65.78807532,0.638197645,0.299743984,0.062058372
